group,function,value,sample_time_nanos,iteration_count
idents,,,1005991.0,98
idents,,,2017734.0,196
idents,,,2977899.0,294
idents,,,3975825.0,392
idents,,,5031501.0,490
idents,,,6028424.0,588
idents,,,7096855.0,686
idents,,,8025269.0,784
idents,,,9030730.0,882
idents,,,9998850.0,980
idents,,,11009049.0,1078
idents,,,11881888.0,1176
idents,,,12866379.0,1274
idents,,,13866351.0,1372
idents,,,14872482.0,1470
idents,,,15850791.0,1568
idents,,,16911626.0,1666
idents,,,17859648.0,1764
idents,,,18843799.0,1862
idents,,,19829902.0,1960
idents,,,20821988.0,2058
idents,,,21802571.0,2156
idents,,,22787022.0,2254
idents,,,23764028.0,2352
idents,,,24739914.0,2450
idents,,,25758158.0,2548
idents,,,26731348.0,2646
idents,,,27722821.0,2744
idents,,,28736807.0,2842
idents,,,29731478.0,2940
idents,,,30725126.0,3038
idents,,,31687716.0,3136
idents,,,32834213.0,3234
idents,,,33772577.0,3332
idents,,,34720889.0,3430
idents,,,35678539.0,3528
idents,,,37223500.0,3626
idents,,,37667618.0,3724
idents,,,38668891.0,3822
idents,,,39643754.0,3920
idents,,,40590774.0,4018
idents,,,41584423.0,4116
idents,,,42602427.0,4214
idents,,,43558804.0,4312
idents,,,44578151.0,4410
idents,,,45524380.0,4508
idents,,,46504362.0,4606
idents,,,47559898.0,4704
idents,,,48558254.0,4802
idents,,,49544538.0,4900
idents,,,50550400.0,4998
idents,,,51520754.0,5096
idents,,,52470158.0,5194
idents,,,53471341.0,5292
idents,,,54471511.0,5390
idents,,,55480518.0,5488
idents,,,56401269.0,5586
idents,,,57391290.0,5684
idents,,,58400759.0,5782
idents,,,59472735.0,5880
idents,,,60398574.0,5978
idents,,,61362767.0,6076
idents,,,62366514.0,6174
idents,,,63372376.0,6272
idents,,,64353190.0,6370
idents,,,65332410.0,6468
idents,,,66368910.0,6566
idents,,,67369761.0,6664
idents,,,68399778.0,6762
idents,,,69357138.0,6860
idents,,,70384089.0,6958
idents,,,71447900.0,7056
idents,,,72427241.0,7154
idents,,,73324898.0,7252
idents,,,74259133.0,7350
idents,,,75231912.0,7448
idents,,,76229518.0,7546
idents,,,77226283.0,7644
idents,,,78299180.0,7742
idents,,,79223658.0,7840
idents,,,80305101.0,7938
idents,,,81364044.0,8036
idents,,,82376366.0,8134
idents,,,83235121.0,8232
idents,,,84276177.0,8330
idents,,,85227826.0,8428
idents,,,86254927.0,8526
idents,,,87134710.0,8624
idents,,,88151463.0,8722
idents,,,89303189.0,8820
idents,,,90250500.0,8918
idents,,,91318689.0,9016
idents,,,92212057.0,9114
idents,,,93171201.0,9212
idents,,,94188714.0,9310
idents,,,95225204.0,9408
idents,,,96126447.0,9506
idents,,,97059551.0,9604
idents,,,98076713.0,9702
idents,,,99154110.0,9800
